,0,1,2,3,4,5,6,7,8,9,10
Merci de noter cet UE entre 0 et 10 (0 correspond à pas du tout satisfait et 10 très satisfait.) (0 - 10),1.0,2.0,4.0,8.0,15.0,34.0,26.0,52.0,31.0,10.0,6.0
